,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,gitlab_id,gitlab_url
185,Lithium,wsvincent/lithium,,[],project-templates,https://github.com/wsvincent/lithium,https://github.com/wsvincent/lithium,,2018-02-15 17:29:07,2025-02-22 20:37:38,2025-02-22 20:37:33,169.0,3.0,413.0,65.0,108.0,4.0,41.0,2279.0,,,,Django starter project with.,,,20.0,,,,14,True,2.0,,,1.0,,
186,cookiecutter-vue-django,ilikerobots/cookiecutter-vue-django,,[],project-templates,https://github.com/ilikerobots/cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,25.0,4.0,76.0,4.0,11.0,218.0,,,,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",,,399.0,,,,14,True,2.0,,,,,
187,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,3.0,8.0,1.0,4.0,121.0,,,,Offline optimistic locking for Django.,19.0,19.0,4.0,https://pypi.org/project/django-optimistic-lock,2846.0,2846.0,14,False,3.0,,,,,
188,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,MIT,2022-01-07 05:42:18,2024-11-16 03:48:53,2024-11-16 03:45:09,53.0,,18.0,5.0,22.0,3.0,20.0,115.0,2024-11-16 03:48:42,1.2.2,17.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,6.0,https://pypi.org/project/drf-stripe-subscription,1215.0,1215.0,14,True,3.0,,,,,
189,ariadne-django,mirumee/ariadne-django,ariadne-django,[],graphql-api,https://github.com/mirumee/ariadne-django,https://github.com/mirumee/ariadne-django,BSD-3-Clause,2021-04-08 01:49:36,2024-03-20 17:06:16,2022-08-23 16:51:18,35.0,,11.0,19.0,29.0,11.0,16.0,67.0,2022-07-19 17:16:50,0.3.0,3.0,ariadne_django makes integrating ariadne and django together easier.,,,9.0,https://pypi.org/project/ariadne-django,14439.0,14439.0,14,True,3.0,,,,,
190,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,13.0,16.0,9.0,2.0,31.0,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,26.0,26.0,8.0,https://pypi.org/project/django-cryptographic-fields,245.0,245.0,14,False,3.0,,,,,
191,KernelCI (distributed test automation system focused on upstream kernel development) dashboard backend.,kernelci/dashboard,,[],test-automation-system,https://github.com/kernelci/dashboard,https://github.com/kernelci/dashboard,MIT,2024-07-16 11:47:41,2025-02-21 21:25:19,2025-02-21 17:30:26,863.0,313.0,3.0,13.0,406.0,100.0,495.0,3.0,,,,KernelCI web dashboard.,,,15.0,,,,14,False,2.0,,,,,
192,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,14.0,903.0,28.0,44.0,436.0,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1.0,,,,,
193,django-hydra,Lightmatter/django-hydra,,[],project-templates,https://github.com/gone/django-hydra,https://github.com/gone/django-hydra,,2013-11-04 15:53:38,2025-01-31 22:33:48,2025-01-28 18:17:13,2026.0,70.0,9.0,21.0,1015.0,3.0,13.0,90.0,,,,A django/htmx/alpine/tailwind project template.,,,39.0,,,,13,True,2.0,gone/django-hydra,,,,
194,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,MIT,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,6.0,20.0,14.0,11.0,83.0,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,570.0,570.0,13,True,3.0,,,,,
195,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,,13.0,2.0,25.0,6.0,9.0,55.0,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,,,3.0,https://pypi.org/project/django-sms,15052.0,15052.0,13,True,3.0,,,,,
196,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,MIT,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,12.0,6.0,11.0,,4.0,23.0,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,52.0,52.0,,https://pypi.org/project/django-flutterwave,,,13,True,3.0,,,,,
197,taiga,kaleidos-ventures/taiga,,[],project-management-framework,https://github.com/kaleidos-ventures/taiga,https://github.com/kaleidos-ventures/taiga,MPL-2.0,2022-12-30 09:20:03,2023-12-13 09:37:30,2023-12-13 09:37:29,2124.0,,60.0,15.0,566.0,,,481.0,,,,Taiga is a free and open-source project management for cross-functional agile teams.,,,11.0,,,,12,True,3.0,,,,,
198,django-unique-user-email,carltongibson/django-unique-user-email,django-unique-user-email,[],custom-user,https://github.com/carltongibson/django-unique-user-email,https://github.com/carltongibson/django-unique-user-email,MIT,2023-10-06 06:50:32,2024-10-09 05:51:58,2024-10-09 05:51:57,17.0,,6.0,7.0,5.0,6.0,4.0,142.0,,,,Enable login-by-email with the default User model for your Django project by making auth.User.email unique.,15.0,15.0,4.0,https://pypi.org/project/django-unique-user-email,1873.0,1873.0,12,True,3.0,,,,,
199,django-authorizenet,zen4ever/django-authorizenet,django-authorizenet,[],payment-subscriptions,https://github.com/zen4ever/django-authorizenet,https://github.com/zen4ever/django-authorizenet,MIT,2009-06-23 07:07:33,2021-07-04 23:37:45,2013-07-28 04:17:49,182.0,,31.0,9.0,24.0,1.0,5.0,87.0,,,,Django and Authorize.NET payment gateway integration.,5.0,5.0,10.0,https://pypi.org/project/django-authorizenet,52.0,52.0,12,False,3.0,,,,,
200,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,BSD-3-Clause,2021-07-15 13:39:46,2024-11-09 05:45:03,2024-11-09 05:44:45,160.0,,10.0,3.0,17.0,2.0,2.0,46.0,,,,Python package for eventsourcing with Django.,9.0,9.0,6.0,https://pypi.org/project/eventsourcing-django,2145.0,2145.0,12,True,2.0,,,,,
201,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,MIT,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,10.0,1.0,12.0,2.0,1.0,41.0,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,6.0,6.0,,https://pypi.org/project/django-ninja-apikey,2163.0,2163.0,12,True,3.0,,,,,
202,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,MIT,2020-11-27 10:40:53,2024-08-27 09:15:59,2024-08-27 09:10:57,109.0,,7.0,3.0,17.0,1.0,9.0,15.0,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,11.0,11.0,11.0,https://pypi.org/project/django-oauth2-authcodeflow,2074.0,2074.0,12,False,3.0,,,,,
203,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,,1.0,1.0,3.0,,,5.0,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",7.0,7.0,34.0,https://pypi.org/project/django-ninja-passwordreset,808.0,808.0,12,False,3.0,,,,,
204,django-docker-template,amerkurev/django-docker-template,,[],project-templates,https://github.com/amerkurev/django-docker-template,https://github.com/amerkurev/django-docker-template,MIT,2023-04-13 21:13:40,2025-02-02 09:14:49,2024-09-25 09:09:01,112.0,,37.0,5.0,11.0,3.0,9.0,202.0,,,,"Dockerized Django with Postgres, Gunicorn, and Traefik or Caddy (with auto renew Lets Encrypt).",,,6.0,,,,11,True,2.0,,,,,
205,django_injector,blubber/django_injector,django_injector,[],dependency-injection,https://github.com/blubber/django_injector,https://github.com/blubber/django_injector,BSD-2-Clause,2019-04-27 13:10:05,2024-04-09 08:54:03,2024-04-09 08:09:26,49.0,,7.0,3.0,15.0,,10.0,52.0,,,,Dependency injection in Django.,,,7.0,https://pypi.org/project/django_injector,2835.0,2835.0,11,True,3.0,,,,,
206,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,26.0,,,6.0,20.0,33.0,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,144009.0,144009.0,11,False,3.0,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
207,django-startproject,jefftriplett/django-startproject,,[],project-templates,https://github.com/jefftriplett/django-startproject,https://github.com/jefftriplett/django-startproject,BSD-3-Clause,2018-02-10 15:38:30,2024-12-09 18:34:25,2024-12-09 18:34:19,183.0,3.0,17.0,12.0,28.0,,2.0,238.0,,,,Django Start Project template with batteries.,,,3.0,,,,10,True,3.0,,,,,
208,launchr,jayfk/launchr,,[],project-templates,https://github.com/jayfk/launchr,https://github.com/jayfk/launchr,MIT,2019-09-09 09:48:19,2021-01-23 10:31:01,2021-01-23 10:30:53,15.0,,40.0,11.0,,2.0,23.0,235.0,,,,"Launchr is an open source SaaS starter kit, based on Django.",,,,,,,10,True,3.0,,,,,
209,sidewinder,stribny/sidewinder,,[],project-templates,https://github.com/stribny/sidewinder,https://github.com/stribny/sidewinder,MIT,2022-12-25 13:51:45,2024-04-27 18:38:43,2024-04-27 18:38:31,81.0,,13.0,4.0,4.0,4.0,25.0,205.0,,,,"Django starter kit that focuses on good defaults, developer experience, and deployment. Updated for Django 5.",,,,,,,10,True,3.0,,,,,
210,docker-django,jpbruinsslot/docker-django,,[],project-templates,https://github.com/jpbruinsslot/docker-django,https://github.com/jpbruinsslot/docker-django,MIT,2015-01-29 14:12:50,2018-12-15 10:58:21,2018-12-15 10:58:11,103.0,,59.0,12.0,3.0,,16.0,180.0,,,,A project to get you started with Docker and Django.,,,,,,,10,False,3.0,,,,,
211,django-project-template,thorgate/django-project-template,,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,ISC,2016-03-28 15:10:57,2024-10-18 11:09:23,2024-05-14 07:12:59,781.0,,16.0,15.0,33.0,2.0,3.0,124.0,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,34.0,,,,10,True,3.0,,,,,
